Phylum,Class,Order,Family,Genus,Species,Common_Name,Status,BRO,TOR,SAN,HEN,IUCN_No,Pop_Trend
chordata,reptilia,testudines,geoemydidae,Cyclemys,dentata,Asian leaf turtle,NT,0,0,1,0,39551,un
chordata,reptilia,testudines,geoemydidae,Geoclemys,hamiltonii,Black pond turtle,VU,1,0,1,0,9029,un
chordata,reptilia,testudines,geoemydidae,Geoemyda,spengleri,Black-breasted leaf turtle,EN,1,1,1,0,39552,un
chordata,reptilia,testudines,geoemydidae,Heosemys,grandis,Giant Asian pond turtle,VU,0,0,0,1,9943,un
chordata,reptilia,testudines,geoemydidae,Heosemys,spinosa,Spiny turtle,EN,0,1,1,0,9942,un
chordata,reptilia,testudines,geoemydidae,Leucocephalon,yuwonoi,Sulawesi forest turtle,CR,0,0,1,0,40761,un
chordata,reptilia,testudines,geoemydidae,Mauremys,mutica,Yellow pond turtle,EN,0,0,1,0,39613,un
chordata,reptilia,testudines,geoemydidae,Mauremys,sinensis,Chinese stripe-necked turtle,EN,0,0,1,0,15026,un
chordata,reptilia,testudines,geoemydidae,Orlitia,borneensis,Malaysian giant turtle,EN,1,0,1,0,15509,un
chordata,reptilia,testudines,geoemydidae,Sacalia,quadriocellata,Four-eyed turtle,EN,0,0,1,0,19797,un
chordata,reptilia,testudines,kinosternidae,Staurotypus,triporcatus,Mexican musk turtle,NT,1,0,0,1,20716,un
chordata,reptilia,testudines,kinosternidae,Sternotherus,carinatus,Razor-backed musk turtle,LC,0,0,0,1,170492,un
chordata,reptilia,testudines,pelomedusidae,Pelomedusa,subrufa,African helmeted turtle,NE,0,0,0,1,N/A,N/A
chordata,reptilia,testudines,pelomedusidae,Pelusios,castanoides,Yellowbelly mud turtle,LC,1,0,0,0,41601,un
chordata,reptilia,testudines,pelomedusidae,Pelusios,subniger,East African black mud turtle,LC,1,0,1,1,41602,un
chordata,reptilia,testudines,podocnemididae,Erymnochelys,madagascariensis,Madagascar big-headed turtle,CR,0,0,0,1,8070,de
chordata,reptilia,testudines,podocnemididae,Podocnemis,erythrocephala,Red-headed Amazon River turtle,VU,1,0,1,0,17821,un
chordata,reptilia,testudines,podocnemididae,Podocnemis,expansa,South American river turtle,LC,1,0,0,1,17822,un
chordata,reptilia,testudines,testudinidae,Astrochelys,radiata,Radiated tortoise ,CR,1,1,0,1,9014,de
chordata,reptilia,testudines,testudinidae,Centrochelys,sulcata,African spurred tortoise,VU,0,0,1,1,163423,un
chordata,reptilia,testudines,testudinidae,Chelonoidis,denticulata,Yellow-footed tortoise,VU,1,0,0,0,9008,un
chordata,reptilia,testudines,testudinidae,Chelonoidis,nigra,Galapagos giant tortoise,VU,0,0,1,0,9011,un
chordata,reptilia,testudines,testudinidae,Chelonoidis,nigra microphyes,Volcan Darwin tortoise,VU,1,0,0,1,9025,un
chordata,reptilia,testudines,testudinidae,Chersina,angulata,Angulate tortoise,NE,0,0,1,0,N/A,N/A
chordata,reptilia,testudines,testudinidae,Geochelone,elegans,Indian star tortoise,LC,1,1,0,0,39430,un
chordata,reptilia,testudines,testudinidae,Geochelone,platynota,Burmese starred tortoise,CR,0,1,1,0,9013,un
chordata,reptilia,testudines,testudinidae,Gopherus,polyphemus,Gopher tortoise,VU,0,0,0,1,9403,un
chordata,reptilia,testudines,testudinidae,Homopus,areolatus,Parrot-beaked tortoise,NE,0,0,1,0,N/A,N/A
chordata,reptilia,testudines,testudinidae,Indotestudo,travancorica,Travancore tortoise,VU,1,0,0,0,39548,un
chordata,reptilia,testudines,testudinidae,Kinixys,erosa,Forest hinge-back tortoise,DD,0,0,0,1,11002,un
chordata,reptilia,testudines,testudinidae,Kinixys,homeana,Home's hinge-back tortoise,VU,0,1,0,1,11003,de
chordata,reptilia,testudines,testudinidae,Malacochersus,tornieri,Pancake tortoise,VU,1,0,1,1,12696,un
chordata,reptilia,testudines,testudinidae,Manouria,emys,Brown tortoise,EN,0,1,1,0,12774,un
chordata,reptilia,testudines,testudinidae,Psammobates,pardalis,Leopard tortoise,NE,0,0,1,0,N/A,N/A
chordata,reptilia,testudines,testudinidae,Pyxis,arachnoides,Spider tortoise,CR,1,1,1,0,19035,de
chordata,reptilia,testudines,testudinidae,Pyxis,planicauda,Flat-tailed tortoise,CR,0,1,1,1,19036,de
chordata,reptilia,testudines,testudinidae,Testudo,hermanni,Hermann's tortoise,NT,0,1,0,1,21648,de
chordata,reptilia,testudines,testudinidae,Testudo,hermanni hermanni,Western Hermann's tortoise,EN,0,1,0,0,21650,un
chordata,reptilia,testudines,testudinidae,Testudo,horsfieldii,Afghan tortoise,VU,0,0,1,0,21651,un
chordata,reptilia,testudines,testudinidae,Testudo,marginata,Marginated tortoise,LC,0,0,1,0,21653,st
chordata,reptilia,testudines,trionychidae,Apalone,ferox,Florida softshell turtle,LC,0,0,0,1,165597,un
chordata,reptilia,testudines,trionychidae,Apalone,spinifera,Spiny softshell turtle,LC,0,1,0,1,163451,st
chordata,reptilia,testudines,trionychidae,Lissemys,punctata,Indian flap-shelled turtle,LC,0,0,1,0,46579,un
chordata,reptilia,testudines,trionychidae,Pelodiscus,sinensis,Chinese softshell turtle,VU,0,1,0,0,39620,de
chordata,reptilia,testudines,trionychidae,Trionyx,triunguis,Nile softshell turtle,NE,0,1,1,1,N/A,N/A
